gender,name_code,scentopia_oil,main_category,sub_category,perfume_name,main_note,top_note,middle_note,base_note,historical_significance,health_benefits,strength,main_accords,attribute_category,scent_writeup
Male,MC8,Men Citrus 8,Citrus,NA,The Marigold standard : Neroli & Orange,Orange,"Orange
Bergamot
Mandarin Orange","Neroli
Grapefruit",Ambergris,"Orange, bergamot, and mandarin orange have long been symbols of joy, luck, and renewal—widely used in traditional medicine and the earliest colognes. Neroli, distilled from orange blossoms, was a royal favorite in 17th-century Europe for its calming, romantic scent. Grapefruit, discovered in the 18th century, symbolized freshness and vitality. Ambergris, once more valuable than gold, was treasured in ancient and medieval perfumery for its mystical, fixative qualities, often associated with luxury and royalty.","Orange, bergamot, and mandarin orange are rich in vitamin C, boosting immunity, brightening skin, and enhancing mood. Neroli and grapefruit reduce anxiety, support skin regeneration, and promote emotional healing. Ambergris adds warmth, balances emotions, and has subtle anti-inflammatory and soothing properties.",7,"main accords
1- citrus
2- fresh spicy",4- Season,"MC8 is a vibrant unisex fragrance that celebrates the exhilaration of summer. Featuring a bright blend of orange, bergamot, and mandarin orange, it opens with a citrus burst. Neroli and grapefruit add freshness and elegance, while ambergris lends depth and sophistication. Inspired by the feeling of diving into the sea, it’s a radiant, energetic scent that captures sun-soaked freedom."
Male,MC9,Men Citrus 9,Citrus,NA,Yuzu Brutus! : Citruses & Amalfi lemon,Yuzu,Citruses,Yuzu,Mountain Air,"Citruses like lemon, orange, and bergamot have been prized for centuries in ancient medicine, rituals, and early colognes, symbolizing purification and vitality. Yuzu, a Japanese citrus, has historic uses in traditional baths for warding off illness and bringing good fortune. Mountain air notes, though modern in perfumery, evoke the timeless human connection to nature, freedom, and spiritual elevation.","Citruses and yuzu are rich in vitamin C and antioxidants, which boost immunity, support collagen production, and refresh the senses. Mountain air notes evoke clarity and relaxation, promoting deep breathing and mental renewal. Yuzu also enhances mood and reduces stress naturally.",4,"main accords
1- citrus
2- fresh
3- fresh spicy",1 - Teen,"MC9 is a bright, invigorating scent that captures the essence of youth and vitality. Bursting with energizing citruses and zesty yuzu, it awakens the senses and uplifts the spirit. A cool mountain air accord adds a refreshing touch of freedom and clarity, evoking nature’s purity and endless horizons. Rooted in ancient traditions yet modern in feel, MC9 is rich in antioxidants and mood-boosting benefits. With its crisp citrus and fresh spicy notes, it’s the perfect fragrance for teens and free spirits who crave lightness, renewal, and the joy of just being. Clean, fresh, and effortlessly cool."
Male,MFL1,Men Floral 1,Floral,NA,Saffron & the City : Cedar & Oakmoss,Saffron,"Saffron
Jasmine
Oakmoss","Amberwood
Ambergris
Hedione","Fir Resin
Cedar
Sugar
Ambroxan","Saffron, one of the world’s most prized spices, has been used since ancient times in sacred rituals, medicine, and royal perfumes—symbolizing luxury and spiritual purity. Jasmine embodies sensuality and was revered in royal gardens. Oakmoss, fir resin, and cedar were staples in ceremonial incense. Amberwood, ambergris, and ambroxan add warmth and depth, echoing ancient uses of resins and animalic notes in perfumery. Hedione, a modern molecule, enhances floralcy and freshness. Sugar evokes comfort and indulgence.","Saffron contains antioxidants and vitamins that support mood balance, reduce stress, and promote cellular healing. Jasmine uplifts mood and soothes anxiety. Oakmoss grounds emotions and supports respiratory health. Amberwood, ambergris, and hedione enhance emotional clarity, while fir resin, cedar, sugar, and ambroxan offer calming, healing, and skin-soothing benefits.",10,"main accords
1- woody
2- amber
3- warm spicy
4- metallic
5- fresh spicy
6- aromatic
7- white floral
8- animalic
9- fresh",5- Sexy,"MFL1 is a bold and sensual fragrance that weaves ancient richness with modern elegance. It opens with luxurious saffron and delicate jasmine, unfolding into earthy oakmoss that anchors the scent in timeless allure. A radiant heart of amberwood, ambergris, and hedione adds warmth, depth, and floral sparkle. The base—featuring fir resin, cedar, sugar, and ambroxan—delivers a sweet, smoky finish that’s both comforting and magnetic. With woody, amber, and warm spicy accords, MFL1 is indulgent, mysterious, and undeniably sexy. Ideal for those drawn to rare ingredients and unforgettable presence, it evokes passion, power, and a touch of sacred ritual."
Male,MFL10,Men Floral 10,Floral,NA,A run for your honey: Pepper & Violet,Praline,"Cranberry
Pink Pepper
Tamarind","Cacao
Rose
Black Violet","Black Vanilla Husk
Sandalwood
Massoia Wood","Cranberry symbolizes protection and vitality in Native traditions; pink pepper was used in ancient healing and rituals; tamarind valued in Ayurvedic and culinary history. Cacao was sacred to the Mayans and Aztecs; rose has symbolized love across civilizations; black violet adds mystery. Black vanilla husk, sandalwood, and Massoia wood bring warmth, with sandalwood revered in religious ceremonies and Massoia once used in rare traditional medicines and perfumery.","Cranberry, pink pepper, and tamarind are rich in antioxidants and vitamin C, supporting immunity and skin health while energizing the senses. Cacao, rose, and black violet boost mood, reduce stress, and aid emotional healing. Black vanilla husk, sandalwood, and massoia wood promote deep relaxation, soothe inflammation, and support emotional balance.",6,"main accords
1- fruity
2- cacao
3- warm spicy
4- powdery
5- woody
6- vanilla
7- sweet
8- rose
9- soft spicy
10- violet",1 - Teen,"MF10 is a playful yet mysterious fragrance that blends youthful energy with rich, indulgent depth. It opens with a vibrant burst of cranberry, pink pepper, and tangy tamarind—bright, zesty, and full of life. At its heart, sensual cacao, romantic rose, and enigmatic black violet create a lush, moody floral layer. The base—featuring black vanilla husk, creamy sandalwood, and rare Massoia wood—adds warmth, sweetness, and a touch of exotic sophistication. With fruity, cacao, and warm spicy accords, MF10 is perfect for teens who crave a scent that’s bold, comforting, and uniquely their own—sweet with an edge of intrigue."
Male,MFL11,Men Floral 11,Floral,NA,"Sweet on the Wild Side: Pear, Vanilla & Coffee",vanilla coffee,"Pear, Fig Leaf, Green Mandarin","
Fig, Orange Blossom, Jasmine","Bourbon Vanilla, Coffee, Patchouli","Historically, pear and fig leaf symbolize abundance and fertility in ancient cultures. Green mandarin, prized in traditional Chinese medicine, represents youth and vitality. Fig has deep roots in mythology and spiritual texts, often linked to enlightenment. Orange blossom and jasmine were used in royal perfumes, known for their calming and romantic qualities. Bourbon vanilla, once rare and luxurious, was treasured in colonial trade. Coffee symbolizes energy and conversation, while patchouli was a key scent in ancient Eastern rituals and 1960s counterculture.","Pear and fig promote emotional balance, while green mandarin uplifts and energizes. Orange blossom and jasmine calm the mind and ease stress. Bourbon vanilla soothes anxiety, coffee boosts alertness, and patchouli grounds emotions, promoting relaxation and overall emotional well-being.",9,"Main accords
1 -Vanilla
2- sweet
3- coffee
4- fruity
5- white floral
6- warm spicy
7- green
8- citrus
9- woody
10- fresh",5- Sexy,"MLF11 is a bold and sensual fragrance that blends sweetness, warmth, and freshness into a captivating experience. It opens with juicy pear, green mandarin, and fig leaf, symbolizing vitality and abundance. The heart reveals fig, orange blossom, and jasmine—romantic florals long associated with royalty and relaxation. The base is rich and addictive, with bourbon vanilla, coffee, and patchouli adding depth, energy, and a sultry edge. Dominated by vanilla, sweet, and coffee accords, MLF3 feels both modern and timeless. With its warm, spicy notes and creamy finish, it radiates confident allure, making it a perfect signature scent for those who embrace their sexy side."
Male,MFL12,Men Floral 12,Floral,NA,Vanillanaires Club : Orchid & Patchouli,Vanilla,"Cinnamon
Pear
Green Mandarin","Jasmine Sambac
Solar Notes
Orange Blossom","Madagascar Vanilla
Bourbon Vanilla
Vanilla Absolute
Coffee
Vanilla Orchid
Patchouli","Cinnamon was treasured in ancient trade and rituals for its warmth and spice; pear symbolizes affection and prosperity; green mandarin represents youth and vitality. Jasmine sambac was revered in royal gardens; solar notes evoke radiant, sunlit memories; orange blossom symbolizes purity and love. Madagascar vanilla, Bourbon vanilla, and vanilla absolute reflect centuries of use in perfumery and sacred rituals; coffee signifies energy and cultural connection; vanilla orchid is the rare flower behind the beloved scent; patchouli symbolizes grounding and was vital in spiritual practices.","Cinnamon, pear, and green mandarin offer antioxidant and anti-inflammatory benefits, support digestion, and uplift mood. Jasmine sambac, solar notes, and orange blossom relieve stress, promote relaxation, and enhance emotional well-being. Madagascar vanilla, bourbon vanilla, vanilla absolute, coffee, vanilla orchid, and patchouli calm the mind, reduce anxiety, and provide healing, mood-balancing properties with subtle skin-soothing effects.",9,"main accords
1- vanilla
2- warm spicy
3- coffee
4- sweet
5- white floral
6- powdery
7- cinnamon
8- balsamic
9- citrus",5- Sexy,"MFL12 is a rich, indulgent fragrance that wraps you in warmth and sensuality. It opens with the cozy spice of cinnamon, juicy pear, and vibrant green mandarin—inviting and full of life. The heart blooms with jasmine sambac, glowing solar notes, and tender orange blossom, creating a radiant floral embrace. Anchored by an opulent base of Madagascar vanilla, Bourbon vanilla, vanilla absolute, coffee, vanilla orchid, and earthy patchouli, the scent is both seductive and comforting. With dominant vanilla, warm spicy, and coffee accords, MFL12 is perfect for those who crave depth, sweetness, and a soft, sexy confidence that lingers."
Male,MFL2,Men Floral 2,Floral,Citrus,Incensely Cashmere: Cardamom & Grapefruit,Grapefruit,"Lavender
Cardamom
Black Pepper","Incense
Patchouli","Vanilla Pod
Tonka Bean","Lavender has ancient roots in healing and purification rituals; cardamom and black pepper were prized spices in trade, symbolizing luxury and vitality. Incense and patchouli were used in sacred ceremonies for grounding and spiritual elevation. Vanilla pod and tonka bean evoke warmth, love, and comfort, both cherished in traditional remedies and rituals. Grapefruit, discovered in the 18th century, symbolizes freshness, energy, and renewal.","Lavender, cardamom, and black pepper ease stress, improve circulation, and boost immunity with anti-inflammatory and antioxidant properties. Incense and patchouli promote grounding, emotional healing, and mental clarity. Vanilla pod and tonka bean calm the nervous system and support restful sleep. Grapefruit, rich in vitamin C, energizes the mind, supports skin health, and enhances mood.",8,"main accords
1- vanilla
2- warm spicy
3- amber
4- aromatic
5- sweet
6- balsamic
7- lavender
8- fresh spicy",3- money,"MFL2 is a sophisticated, aromatic blend that balances spice, warmth, and calm. It opens with soothing lavender, vibrant cardamom, and a kick of black pepper—invigorating yet serene. The heart unfolds into rich incense and earthy patchouli, evoking sacred rituals and deep emotional grounding. A luxurious base of vanilla pod and tonka bean adds creamy sweetness and comforting warmth, while a subtle grapefruit touch brings brightness and energy. With vanilla, warm spicy, and amber accords, MFL2 is perfect for those who seek success with serenity—a scent that exudes quiet power, emotional clarity, and timeless elegance."
Male,MFL3,Men Floral 3,Floral,Woody,Kim Carnation: Carnation & Plum,Apple,"Apple
Plum
Bergamot
Lemon
Oakmoss
Geranium","Cinnamon
Mahogany
Carnation","Vanilla
Sandalwood
Cedar
Vetiver
Olive Tree","Apple has symbolized knowledge, temptation, and renewal across cultures, from mythology to folklore. Plum represents endurance and beauty in East Asian traditions. Bergamot and lemon were key in early colognes for their uplifting qualities. Oakmoss and geranium have deep roots in herbal medicine and classic perfumery. Cinnamon was treasured in ancient trade and rituals; mahogany and carnation evoke strength and elegance. Vanilla, sandalwood, cedar, and vetiver have long been used in sacred and sensual scents, while the olive tree symbolizes peace, longevity, and divine blessing.","Apple, plum, bergamot, and lemon are rich in vitamin C and antioxidants, boosting immunity, refreshing skin, and uplifting mood. Oakmoss and geranium promote emotional balance and respiratory health. Cinnamon, mahogany, and carnation improve circulation and ease stress. Vanilla, sandalwood, cedar, vetiver, and olive tree calm the mind, reduce inflammation, and support emotional healing.",7,"main accords
1- woody
2- fruity
3- vanilla
4- warm spicy
5- cinnamon
6- aromatic
7- powdery
8- citrus
9- fresh
10- green",2- Adult,"MFL3 is a rich, multidimensional fragrance that blends nature’s vitality with timeless elegance. It opens with crisp apple, juicy plum, bergamot, and lemon—offering a fresh, fruity burst filled with energy and renewal. Oakmoss and geranium add a green, herbal sophistication, while a spicy heart of cinnamon, mahogany, and carnation brings warmth and strength. The base is deep and comforting, featuring smooth vanilla, creamy sandalwood, grounding cedar, earthy vetiver, and the symbolic olive tree. With woody, fruity, and warm spicy accords, MFL3 is perfect for the modern adult—confident, balanced, and deeply connected to tradition and self-awareness."
Male,MFL4,Men Floral 4,Floral,NA,Smoked & Stirred : Oud & Sandalwood,Tobacco,"
Cumin
Mandarin Orange
Coriander","Tobacco
Leather
Labdanum","Olibanum
Agarwood (Oud)
Sandalwood","Cumin, mandarin orange, and coriander were treasured in ancient cuisines and medicinal traditions, symbolizing vitality, warmth, and protection. Tobacco has deep cultural roots—used in Native American rituals for communication with the spiritual world. Leather and labdanum evoke strength and sensuality, with labdanum historically harvested from Mediterranean shrubs for incense. Olibanum (frankincense) was sacred in religious ceremonies, while agarwood (oud) and sandalwood were revered for their spiritual significance and luxurious scent in temples and royal courts.","Cumin, mandarin orange, and coriander aid digestion, boost immunity with vitamin C, and provide antioxidant and anti-inflammatory benefits. Tobacco, leather, and labdanum evoke warmth, emotional depth, and grounding, supporting stress relief. Olibanum, agarwood (oud), and sandalwood promote relaxation, spiritual clarity, and emotional healing. Tobacco also offers a rich, earthy aroma that soothes and calms the senses.",9,"main accords
1- fresh spicy
2- tobacco
3- amber
4- citrus
5- woody
6- sweet
7- leather
8- animalic
9- oud
10- aromatic",5- Sexy,"MFL4 is a bold, smoky, and deeply sensual fragrance that speaks to inner strength and mystery. It opens with a warm, spicy blend of cumin, mandarin orange, and coriander—vibrant and invigorating. The heart unfolds into rich tobacco, smooth leather, and resinous labdanum, creating a sensual depth steeped in tradition and allure. The base lingers with sacred olibanum, luxurious agarwood (oud), and creamy sandalwood, evoking spiritual clarity and grounding. With dominant fresh spicy, tobacco, and amber accords, MFL4 is perfect for those who embrace confidence, passion, and timeless seduction—a scent that leaves a powerful, unforgettable trail."
Male,MFL5,Men Floral 5,Floral,Fresh,"Neroli to bed, Neroli to rise: Lavender & Cardamom",Neroli,"Neroli
Bergamot
Black Pepper
Petitgrain","Black Pepper
Lavender
Cardamom
Juniper Berries
Sage","Vetiver
Oakmoss
Iris
Leather
Agarwood (Oud)","Neroli, distilled from bitter orange blossoms, was beloved by 17th-century nobility for its calming, romantic scent. Bergamot played a key role in the first eaux de cologne. Black pepper, cardamom, and juniper berries were ancient trade treasures, often used in rituals and medicine. Petitgrain, from orange leaves and twigs, offered refreshing clarity. Lavender and sage were used in purification rites. Vetiver and oakmoss grounded spiritual practices; iris symbolized royalty; leather conveyed strength and luxury; agarwood (oud), prized across cultures, was reserved for sacred and royal use.","Neroli, bergamot, black pepper, and petitgrain uplift mood, ease anxiety, and are rich in vitamin C and antioxidants for skin and emotional health. Black pepper, lavender, cardamom, juniper berries, and sage support immunity, reduce stress, and enhance focus. Vetiver, oakmoss, iris, leather, and agarwood (oud) promote deep grounding, mental clarity, and emotional resilience. Neroli also aids in hormonal balance and skin regeneration.",6,"main accords
1- aromatic
2- fresh spicy
3- citrus
4- woody
5- warm spicy
6- earthy
7- white floral
8- green
9- lavender
10- floral",2- Adult,"MFL5 is a refined, aromatic fragrance that captures timeless elegance with a touch of bold sophistication. It opens with the fresh clarity of neroli, bergamot, black pepper, and petitgrain—uplifting, bright, and invigorating. The heart pulses with black pepper, calming lavender, warm cardamom, juniper berries, and grounding sage, creating a complex herbal-spice harmony. A deep, textured base of vetiver, oakmoss, iris, leather, and agarwood (oud) adds earthy richness and quiet power. With aromatic, citrus, and woody accords, MFL5 is perfect for adults who seek balance between freshness and depth—a scent of strength, wisdom, and graceful presence."
Male,MFL6,Men Floral 6,Floral,Fresh,Temptingly Yours : Apple & musk vanilla,Apple,"Apple
Lemon
Bergamot
Orange Blossom","Rose
Teak Wood
Patchouli","Vanilla
Musk","Apple has symbolized temptation, knowledge, and renewal across mythologies—from Greek legends to biblical tales. Lemon and bergamot were key in early colognes, valued for their cleansing and uplifting properties. Orange blossom, sacred in weddings, symbolizes purity and innocence. Rose is a timeless emblem of love and beauty. Teak wood, known for strength, evokes warmth and exotic richness. Patchouli, historically used in spiritual and trade contexts, brings depth. Vanilla offers comfort and sensuality, while musk, once animal-derived and sacred, adds a soft, alluring finish.","Apple, lemon, bergamot, and orange blossom are rich in vitamin C and antioxidants, boosting immunity, brightening skin, and uplifting mood. Rose, teak wood, and patchouli promote emotional balance, reduce stress, and support skin health. Vanilla and musk calm the nervous system and enhance relaxation. Apple also aids digestion and provides gentle hydration for the skin.",5,"main accords
1- citrus
2- vanilla
3- fruity
4- rose
5- fresh
6- woody
7- powdery
8- musky
9- green
10- fresh spicy",5- Sexy,"MFL6 is a bright, romantic fragrance that blends playful freshness with soft sensuality. It opens with crisp apple, lemon, bergamot, and delicate orange blossom—an uplifting citrus burst kissed with innocence and charm. At its heart, a graceful bouquet of rose, teak wood, and patchouli adds depth, warmth, and floral elegance. The base wraps you in creamy vanilla and soft musk, creating a soothing, seductive finish. With citrus, fruity, and vanilla accords, MFL6 is perfect for those who radiate charm, confidence, and effortless allure—a sexy yet refined scent that lingers like a tender memory."
Male,MFL7,Men Floral 7,Floral,Fresh,Lavender his influence: Sage & Mandari,Mandarin,"Mandarin Orange
Orange
Petitgrain","Seaweed
Lavender
Cotton Flower","Virginia Cedar
Woodsy Notes
Clary Sage
Patchouli
Amber","Mandarin orange symbolizes joy and prosperity in Chinese culture, often gifted during Lunar New Year. Oranges were once rare and prized by European nobility. Petitgrain, from bitter orange leaves, was a staple in early colognes. Lavender, cedar, clary sage, and patchouli were used in healing and sacred rituals. Amber, formed from fossilized tree resin, was traded like gold and revered for its mystical properties throughout history.","Mandarin orange, orange, and petitgrain are rich in vitamin C, boosting immunity, enhancing skin health, and uplifting mood. Seaweed, lavender, and cotton flower soothe the senses, hydrate skin, and promote calm. Virginia cedar, woodsy notes, clary sage, patchouli, and amber provide grounding, anti-inflammatory benefits, and emotional healing. Mandarin also supports digestion and relieves stress naturally.",7,"main accords
1- citrus
2- marine
3- aromatic
4- aquatic
5- woody
6- lavender
7- fresh spicy
8- powdery",4- Season,"MFL7 is a refreshing, serene fragrance that captures the essence of nature’s rhythm and renewal. It opens with a vibrant burst of mandarin orange, sweet orange, and petitgrain—citrusy, joyful, and full of vitality. The heart flows into a soft wave of seaweed, calming lavender, and delicate cotton flower, evoking ocean breezes and peaceful moments. A grounding base of Virginia cedar, patchouli, clary sage, amber, and woodsy notes adds warmth and depth. With citrus, marine, and aromatic accords, MFL7 is perfect for all seasons—balancing energy and calm, clarity and comfort, like a deep breath of fresh air."
Male,MFL8,Men Floral 8,Floral,NA,A Musk-terious Scent : Clean notes & white flower,white musk,"Aldehydes
Bergamot (from Calabria)","White Flowers
Jasmine Absolute
Sweet Pea
Mock Orange","Sandalwood
White Musk","Aldehydes revolutionized perfumery in the 20th century; Calabrian bergamot was prized in early colognes; white flowers, jasmine absolute, sweet pea, and mock orange symbolize purity and romance; sandalwood used in rituals; white musk evokes softness, once sourced from sacred traditions.","This scent has Bergamot that uplifts mood and reduces stress. Jasmine and sweet pea promote relaxation and emotional balance. Mock orange offers a refreshing, calming effect. Sandalwood and white musk soothe the mind, ease anxiety, and support mental clarity through their grounding and comforting aromas.",7,"Main accords
1- white floral
2- aldehydic
3- musky
4 citrus
5- fresh
6 -powdery
7- floral
8-bsweet
9-bfresh spicy
10- woody",2- Adult,"MFL8 is a refined and elegant floral fragrance designed for the modern male. It can be cassified as metrosexual. It opens with crisp aldehydes and bright Calabrian bergamot, creating a clean, airy introduction. The heart reveals a delicate bouquet of white flowers, jasmine absolute, sweet pea, and mock orange—soft, luminous, and graceful. As it dries down, creamy sandalwood and smooth white musk wrap the composition in a gentle, powdery embrace, adding warmth and sophistication. Dominated by white floral and musky accords, MFL8 feels fresh yet subtly sensual. Perfect for daytime or office wear, it reflects poise, confidence, and understated luxury—ideal for adults who prefer a clean, polished scent.






"
Male,MFL9,Men Floral 9,Floral,NA,Behind rose doors: Patchouli & Pepper,Rose,"Pink Pepper
Bergamot",Rose,Patchouli,"Pink pepper, once used by ancient civilizations for healing and rituals, adds a spicy brightness. Bergamot, essential to early colognes, symbolized protection and freshness. Rose, revered across cultures, symbolized love, beauty, and the divine. Patchouli was valued in trade and used in spiritual ceremonies for grounding energy.","Pink pepper and bergamot energize the mind, improve circulation, and offer antioxidant-rich vitamin C for skin and immunity. Rose soothes stress, hydrates skin, and supports emotional well-being. Patchouli promotes calm, reduces inflammation, and balances mood. Rose also enhances heart energy and promotes inner harmony.",7,"main accords
1 rose
2- patchouli
3- woody
4- warm spicy
5- citrus
6- floral
7- earthy
8- soft spicy
9- balsamic",5- Sexy,"MFL9 is a sensual, elegant fragrance that radiates timeless allure and modern confidence. It opens with the spicy brightness of pink pepper and the fresh zest of bergamot—energizing and captivating. At its heart lies the velvety richness of rose, a symbol of love and divine beauty, softened by an earthy, grounding base of patchouli. With rose, patchouli, and warm spicy accords, MFL9 is both romantic and bold—perfect for those who embody passion, poise, and emotional depth. A seductive scent that lingers softly, it wraps you in warmth, femininity, and undeniable charm."
Male,MFR1,Men Fresh 1,Fresh,NA,Water you talking about? : Sea notes & Cucumber,Citrus,"Lemon
Cucumber
Cardamom","Cypress
Sage
Juniper","Sea Notes
Sandalwood
Moss
Palo Santo","Lemon, a symbol of cleansing and vitality, was used in ancient remedies and perfumes. Cucumber represented freshness in early beauty rituals. Cardamom, a prized spice in ancient trade, symbolized luxury. Cypress, sage, and juniper were sacred in purification rites. Sea notes, sandalwood, moss, and palo santo evoke nature and spirituality.","Lemon, cucumber, and cardamom are rich in vitamins and antioxidants, supporting detoxification, hydration, and mood enhancement. Cypress, sage, and juniper boost immunity, clear the mind, and reduce stress. Sea notes, sandalwood, moss, and palo santo promote deep relaxation, emotional balance, and spiritual clarity. Citrus elements refresh the senses and elevate energy levels.",5,"main accords
1- aromatic
2- woody
3- marine
4- citrus
5- aquatic
6- ozonic
7- fresh spicy
8- warm spicy",1 - Teen,"MFR1 is a fresh, energizing fragrance that captures the essence of clean vitality and youthful spirit. It opens with zesty lemon, cool cucumber, and spicy cardamom—bright, crisp, and full of life. The heart blends aromatic cypress, sage, and juniper, evoking nature’s purity and calm. A grounding base of sea notes, sandalwood, moss, and sacred palo santo adds depth and serenity. With aromatic, woody, and marine accords, MFR1 is perfect for teens and free spirits—refreshing, uplifting, and effortlessly cool, like a breath of ocean air on a sunlit morning."
Male,MFR10,Men Fresh 10,Fresh,NA,Lavender-cover operation : Tobacco & sea salt,Lavender,"Sea water
Lavender
Mint
Green Notes
Rosemary
Calone
Coriander","Sandalwood
Neroli
Geranium
Jasmine","Musk
Oakmoss
Cedar
Tobacco
Ambergris","Lavender has been cherished since ancient Roman and Egyptian times for its calming scent and healing properties. Sea water and calone evoke the timeless allure of the ocean. Mint, green notes, and rosemary were used in ancient tonics. Sandalwood, musk, oakmoss, and ambergris were prized in sacred rituals and royal perfumery.","Sea water, lavender, mint, green notes, rosemary, calone, and coriander refresh the senses, reduce stress, and support mental clarity. Sandalwood, neroli, geranium, and jasmine promote relaxation, uplift mood, and balance emotions. Musk, oakmoss, cedar, tobacco, and ambergris ground the spirit, soothe anxiety, and offer subtle anti-inflammatory benefits. Lavender especially calms the nervous system, aids sleep, and promotes skin healing.",6,"main accords
1- aromatic
2- green
3- marine
4- fresh spicy
5- lavender
6- woody
7- salty",6- Health,"MFR10 is a cool, invigorating fragrance that channels the healing essence of sea breeze and herbal calm. It opens with a refreshing blend of sea water, soothing lavender, crisp mint, and green notes, layered with rosemary, calone, and coriander—evoking clarity, freshness, and vitality. The heart blooms with soft neroli, geranium, jasmine, and grounding sandalwood. A deep base of musk, oakmoss, cedar, tobacco, and ambergris brings warmth, depth, and quiet strength. With aromatic, green, and marine accords, MFR10 is a wellness-focused scent—ideal for those seeking balance, relaxation, and a natural lift to both mind and body."
